title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,day,month,year
"M 7.6 - 185 km WNW of Iñapari, Peru",7.6,5,4,green,0,896,us,0,2.852,10.0,mww,620.56,-10.06,-71.02,"Iñapari, Peru",South America,Peru,24,11,2015
"M 7.6 - 155 km WNW of Iñapari, Peru",7.6,6,5,green,1,957,us,0,3.287,10.0,mww,606.21,-10.54,-70.94,"Iñapari, Peru",South America,Peru,24,11,2015
"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.8,5,6,green,1,715,us,0,1.599,19.0,mww,12.59,-8.9,158.42,"Buala, Solomon Islands",Oceania,Solomon Islands,18,11,2015
"M 6.5 - 19 km SSW of Lefkáda, Greece",6.5,7,7,orange,0,1018,us,0,0.0,0.0,mww,11.0,38.67,20.6,"Lefkáda, Greece",Europe,Greece,17,11,2015
"M 6.7 - 140 km WSW of Makurazaki, Japan",6.7,5,4,green,0,702,us,0,1.444,17.0,mww,12.0,31.0,128.87,"Makurazaki, Japan",Asia,Japan,13,11,2015
"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,5,6,green,0,744,us,0,0.821,43.0,mww,10.0,-29.51,-72.06,"Coquimbo, Chile",South America,Chile,11,11,2015
"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,6,6,green,1,761,us,0,0.784,32.0,mww,12.0,-29.51,-72.01,"Coquimbo, Chile",South America,Chile,11,11,2015
"M 6.6 - Nicobar Islands, India region",6.6,7,4,green,0,675,us,0,2.792,31.0,mww,10.0,6.84,94.65,"Nicobar Islands, India region",Asia,India,8,11,2015
"M 6.8 - 39 km SW of Ovalle, Chile",6.8,7,7,green,1,841,us,0,0.258,41.0,mww,46.0,-30.88,-71.45,"Ovalle, Chile",South America,Chile,7,11,2015
"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,5,7,green,0,657,us,0,1.53,21.0,mww,20.0,-8.34,124.88,"Maubara, Timor Leste",Asia,Indonesia,4,11,2015
"M 7.5 - Hindu Kush region, Afghanistan",7.5,8,7,orange,0,1448,us,0,0.622,18.0,mww,231.0,36.52,70.37,"Hindu Kush region, Afghanistan",Asia,Afghanistan,26,10,2015
"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,6,6,green,1,780,us,0,0.592,11.0,mww,135.0,-14.86,167.3,"Port-Olry, Vanuatu",Oceania,Vanuatu,20,10,2015
"M 6.6 - 28 km N of Sorong, Indonesia",6.6,7,7,green,0,671,us,0,2.486,13.0,mww,18.0,-0.62,131.26,"Sorong, Indonesia",Asia,Indonesia,24,9,2015
"M 6.6 - 22 km WSW of Illapel, Chile",6.6,5,7,green,1,820,us,0,1.064,14.0,mww,35.0,-31.73,-71.38,"Illapel, Chile",South America,Chile,21,9,2015
"M 6.7 - 61 km WNW of Illapel, Chile",6.7,5,7,green,0,718,us,0,0.853,35.0,mww,23.0,-31.52,-71.8,"Illapel, Chile",South America,Chile,17,9,2015
"M 6.5 - 54 km WNW of Illapel, Chile",6.5,6,7,green,0,657,us,0,0.749,62.0,mww,27.0,-31.42,-71.69,"Illapel, Chile",South America,Chile,17,9,2015
"M 7.0 - 25 km WNW of Illapel, Chile",7.0,8,7,green,0,799,us,0,0.903,13.0,mww,28.41,-31.56,-71.43,"Illapel, Chile",South America,Chile,16,9,2015
"M 8.3 - 48 km W of Illapel, Chile",8.3,9,8,orange,1,1960,us,0,0.684,19.0,mww,22.44,-31.57,-71.67,"Illapel, Chile",South America,Chile,16,9,2015
"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,5,5,green,1,708,us,0,1.256,123.0,mww,10.0,24.91,-109.62,"Topolobampo, Mexico",North America,Mexico,13,9,2015
"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,0,5,green,1,650,us,0,2.045,16.0,mww,6.43,-9.33,157.88,"Gizo, Solomon Islands",Oceania,Solomon Islands,12,8,2015
"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,3,5,green,1,671,us,0,1.872,20.0,mww,22.0,-9.34,158.05,"Malango, Solomon Islands",Oceania,Solomon Islands,10,8,2015
"M 7.0 - 234 km W of Abepura, Indonesia",7.0,9,7,green,1,762,us,0,6.278,12.0,mww,48.0,-2.63,138.53,"Abepura, Indonesia",Asia,Indonesia,27,7,2015
"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,4,7,green,1,734,us,0,0.444,39.0,mww,29.0,52.38,-169.45,"Fox Islands, Aleutian Islands, Alaska",North America,United States,27,7,2015
"M 7.0 - 80 km WNW of Lata, Solomon Islands",7.0,8,6,green,1,759,us,0,5.205,22.0,mww,11.0,-10.4,165.14,"Lata, Solomon Islands",Oceania,Solomon Islands,18,7,2015
"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,4,4,green,1,686,us,0,1.218,20.0,mww,20.0,13.87,-58.55,"Bathsheba, Barbados",North America,Barbados,16,7,2015
"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,4,5,green,1,691,us,0,1.529,11.0,mww,12.0,-9.31,158.4,"Malango, Solomon Islands",Oceania,Solomon Islands,10,7,2015
"M 6.5 - Bonin Islands, Japan region",6.5,3,4,green,0,652,us,0,2.277,11.0,mww,460.0,27.74,139.72,"Bonin Islands, Japan region",Asia,Japan,23,6,2015
"M 7.8 - Bonin Islands, Japan region",7.8,6,3,green,1,1151,us,0,1.675,12.0,mww,664.0,27.84,140.49,"Bonin Islands, Japan region",Asia,Japan,30,5,2015
"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,5,6,green,1,762,ak,0,0.0,0.0,mw,72.6,56.59,-156.43,"Ugashik, Alaska",North America,United States,29,5,2015
"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,1,5,green,1,711,us,0,3.619,18.0,mww,10.0,-11.11,163.22,"Kirakira, Solomon Islands",Oceania,Solomon Islands,22,5,2015
"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,1,4,green,1,732,us,0,4.024,22.0,mww,11.19,-11.06,163.7,"Kirakira, Solomon Islands",Oceania,Solomon Islands,22,5,2015
"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,1,4,green,1,711,us,0,4.395,15.0,mww,11.0,-10.88,164.17,"Lata, Solomon Islands",Oceania,Solomon Islands,20,5,2015
"M 6.8 - 32 km SE of ?funato, Japan",6.8,8,6,green,1,831,us,0,1.422,8.0,mww,35.0,38.91,142.03,"?funato, Japan",Asia,Japan,12,5,2015
M 7.3 - Nepal,7.3,8,7,orange,0,1563,us,0,0.677,11.0,mww,15.0,27.81,86.07,Nepal,Asia,Nepal,12,5,2015
"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,1,6,green,1,776,us,0,3.835,11.0,mww,10.0,-7.22,154.56,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,7,5,2015
"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,7,8,green,1,869,us,0,1.295,22.0,mww,55.0,-5.46,151.88,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,5,5,2015
"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,5,6,green,1,714,us,0,1.074,23.0,mww,44.0,-5.2,151.78,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,1,5,2015
"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,5,6,green,1,692,us,0,1.239,12.0,mww,31.0,-5.38,151.77,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,30,4,2015
"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,7,7,yellow,0,1016,us,0,0.727,13.0,mww,22.91,27.77,86.02,"Kod?ri??, Nepal",Asia,Nepal,26,4,2015
"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,8,7,yellow,0,733,us,0,1.778,16.0,mww,10.0,28.22,84.82,"Bharatpur, Nepal",Asia,Nepal,25,4,2015
"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,8,9,red,0,2820,us,0,1.857,12.0,mww,8.22,28.23,84.73,"Bharatpur, Nepal",Asia,Nepal,25,4,2015
"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,0,5,green,1,650,us,0,3.702,42.0,mww,10.0,-15.88,-178.6,"Alo, Wallis and Futuna",Europe,France,17,4,2015
"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,2,5,green,1,650,us,0,4.629,36.0,mww,11.0,-15.5,-173.03,"Hihifo, Tonga",Oceania,Tonga,30,3,2015
"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,6,7,green,1,872,us,0,0.666,19.0,mww,41.0,-4.73,152.56,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,29,3,2015
"M 7.0 - 150 km NNE of Maumere, Indonesia",7.0,4,6,green,0,760,us,0,1.362,12.0,mww,552.06,-7.3,122.54,"Maumere, Indonesia",Asia,Indonesia,27,2,2015
"M 6.7 - 83 km ENE of Miyako, Japan",6.7,5,5,green,1,714,us,0,1.925,20.0,mww,23.0,39.86,142.88,"Miyako, Japan",Asia,Japan,16,2,2015
"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,4,6,green,1,700,us,0,2.11,16.0,mww,223.0,-23.11,-66.69,"El Aguilar, Argentina",South America,Argentina,11,2,2015
"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,1,4,green,1,711,us,0,2.019,13.0,mww,219.96,-17.03,168.52,"Port-Vila, Vanuatu",Oceania,Vanuatu,23,1,2015
"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,1,4,green,1,650,us,0,4.318,61.0,mww,8.0,5.9,-82.66,"Punta de Burica, Panama",North America,Panama,7,1,2015
"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,7,6,green,1,709,us,0,2.485,43.0,mww,20.0,7.94,-82.69,"Punta de Burica, Panama",North America,Panama,8,12,2014
"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,1,5,green,1,670,us,0,3.246,12.0,mww,23.0,-6.51,154.46,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,7,12,2014
"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,1,3,green,0,670,us,0,2.6,9.0,mww,614.0,6.16,123.13,"Sangay, Philippines",Asia,Philippines,2,12,2014
"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,6,5,green,1,713,us,0,1.421,19.0,mww,39.0,1.96,126.58,"Ternate, Indonesia",Asia,Indonesia,26,11,2014
"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,5,5,green,1,652,us,0,1.549,9.0,mww,35.0,2.3,127.06,"Tobelo, Indonesia",Asia,Indonesia,21,11,2014
"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,7,4,green,1,698,us,0,1.079,25.0,mww,22.0,-37.65,179.66,"Gisborne, New Zealand",Oceania,New Zealand,16,11,2014
"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,4,6,green,1,779,us,0,1.397,18.0,mww,45.0,1.89,126.52,"Ternate, Indonesia",Asia,Indonesia,15,11,2014
"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,2,6,green,1,671,us,0,3.557,13.0,mww,53.19,-5.99,148.23,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea,7,11,2014
M 7.1 - Fiji region,7.1,3,6,green,1,776,us,0,4.415,13.0,mww,434.0,-19.69,-177.76,Fiji region,North America,Mexico,1,11,2014
"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,8,6,yellow,1,982,us,0,1.078,18.0,mww,40.0,12.53,-88.12,"Intipucá, El Salvador",North America,El Salvador,14,10,2014
"M 6.7 - 43 km NW of Piti Village, Guam",6.7,5,5,green,1,724,us,0,0.46,11.0,mww,130.0,13.76,144.43,"Piti Village, Guam",Oceania,Guam,17,9,2014
"M 6.8 - 38 km NW of Aniso, Peru",6.8,6,6,green,1,741,us,0,4.107,18.0,mww,101.0,-14.6,-73.57,"Aniso, Peru",South America,Peru,24,8,2014
M 6.9 - Federated States of Micronesia region,6.9,0,4,green,1,732,us,0,6.393,12.0,mww,13.0,0.83,146.17,Micronesia region,North America,Mexico,3,8,2014
M 6.9 - Fiji region,6.9,0,6,green,1,732,us,0,3.934,15.0,mww,615.42,-19.8,-178.4,Fiji region,Oceania,Fiji,21,7,2014
"M 6.5 - 139 km ESE of Namie, Japan",6.5,5,4,green,1,706,us,0,2.421,9.0,mww,20.0,37.01,142.45,"Namie, Japan",Asia,Japan,11,7,2014
"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,8,7,orange,1,1079,us,0,0.263,51.0,mww,53.0,14.72,-92.46,"Puerto Madero, Mexico",North America,Mexico,7,7,2014
"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,0,4,green,1,650,us,0,2.124,15.0,mww,20.0,-6.23,152.81,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,4,7,2014
"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,0,5,green,1,691,us,0,6.713,45.0,mww,18.0,-14.98,-175.51,"Mata-Utu, Wallis and Futuna",Europe,France,29,6,2014
"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,6,8,green,1,963,us,0,0.133,22.0,mww,109.0,51.85,178.74,"Rat Islands, Aleutian Islands, Alaska",North America,United States,23,6,2014
"M 6.7 - Kermadec Islands, New Zealand",6.7,0,5,green,0,691,us,0,0.748,43.0,mwc,26.59,-29.94,-177.61,"Kermadec Islands, New Zealand",Oceania,New Zealand,23,6,2014
"M 6.5 - Kermadec Islands, New Zealand",6.5,0,5,green,0,650,us,0,0.778,30.0,mwc,10.0,-29.94,-177.52,"Kermadec Islands, New Zealand",Oceania,New Zealand,23,6,2014
"M 6.9 - Kermadec Islands, New Zealand",6.9,0,5,green,1,732,us,0,0.751,35.0,mww,20.0,-29.98,-177.72,"Kermadec Islands, New Zealand",Oceania,New Zealand,23,6,2014
"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.9,9,7,green,0,951,us,0,0.402,25.0,mww,6.43,40.29,25.39,"Kamariótissa, Greece",Europe,Greece,24,5,2014
"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,7,5,green,1,694,us,0,3.121,33.0,mww,10.0,7.21,-82.3,"Punta de Burica, Panama",North America,Panama,13,5,2014
"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,0,5,green,1,670,us,0,3.34,10.0,mww,106.0,-21.45,170.36,"Isangel, Vanuatu",Oceania,Vanuatu,1,5,2014
"M 6.5 - 107 km WSW of Vernon, Canada",6.5,4,6,green,1,838,us,0,0.0,0.0,mww,10.0,49.64,-127.73,"Vernon, Canada",North America,Canada,24,4,2014
"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,0,6,green,1,865,us,0,3.82,16.0,mww,43.37,-6.75,155.02,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,19,4,2014
"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,0,6,green,1,670,us,0,3.803,11.0,mww,29.0,-6.66,155.09,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,19,4,2014
"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,8,7,yellow,1,1017,us,0,2.25,46.0,mww,24.0,17.4,-100.97,"Coyuquilla Norte, Mexico",North America,Mexico,18,4,2014
"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,0,6,green,0,670,us,0,2.666,22.0,mww,10.0,-11.13,162.05,"Kirakira, Solomon Islands",Oceania,Solomon Islands,13,4,2014
"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,0,6,green,1,842,us,0,2.885,17.0,mww,39.0,-11.46,162.05,"Kirakira, Solomon Islands",Oceania,Solomon Islands,13,4,2014
"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,0,7,green,1,889,us,0,2.828,13.0,mww,22.56,-11.27,162.15,"Kirakira, Solomon Islands",Oceania,Solomon Islands,12,4,2014
"M 6.6 - 15 km N of Belén, Nicaragua",6.6,6,5,green,1,677,us,0,0.761,20.0,mww,135.0,11.64,-85.88,"Belén, Nicaragua",North America,Nicaragua,11,4,2014
"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,0,6,green,1,650,us,0,3.787,16.0,mww,20.0,-6.79,154.95,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,11,4,2014
"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,0,7,green,1,776,us,0,3.729,21.0,mww,60.53,-6.59,155.05,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,11,4,2014
"M 7.7 - 53 km SW of Iquique, Chile",7.7,8,9,yellow,1,1057,us,0,1.029,44.0,mww,22.4,-20.57,-70.49,"Iquique, Chile",South America,Chile,3,4,2014
"M 6.5 - 45 km WSW of Iquique, Chile",6.5,7,7,green,0,670,us,0,0.828,82.0,mww,24.07,-20.31,-70.58,"Iquique, Chile",South America,Chile,3,4,2014
"M 6.9 - 90 km WNW of Iquique, Chile",6.9,0,5,green,0,732,us,0,0.828,119.0,mww,28.42,-19.89,-70.95,"Iquique, Chile",South America,Chile,1,4,2014
"M 8.2 - 93 km NW of Iquique, Chile",8.2,9,8,yellow,1,1332,us,0,0.609,23.0,mww,25.0,-19.61,-70.77,"Iquique, Chile",South America,Chile,1,4,2014
"M 6.7 - 63 km WNW of Iquique, Chile",6.7,7,7,green,1,718,us,0,1.008,44.0,mww,20.0,-19.98,-70.7,"Iquique, Chile",South America,Chile,16,3,2014
"M 6.8 - 77 km WNW of Indianola, California",6.8,5,5,green,1,1211,nc,112,0.6568,229.0,mw,16.441,40.83,-125.13,"Indianola, California",North America,United States,10,3,2014
"M 6.5 - 109 km NW of Nago, Japan",6.5,4,5,green,1,668,us,0,1.001,17.0,mww,119.0,27.43,127.37,"Nago, Japan",Asia,Japan,2,3,2014
"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,5,4,green,1,681,us,0,1.635,30.0,mww,14.83,14.67,-58.93,"Greenland, Barbados",North America,Barbados,18,2,2014
"M 6.9 - 272 km ESE of Hotan, China",6.9,3,8,yellow,0,733,us,0,7.496,18.0,mww,10.0,35.91,82.59,"Hotan, China",Asia,China,12,2,2014
"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,0,5,green,1,650,us,0,0.409,20.0,mww,122.0,-15.07,167.37,"Port-Olry, Vanuatu",Oceania,Vanuatu,7,2,2014
"M 6.5 - 32 km W of Sola, Vanuatu",6.5,0,4,green,1,650,us,0,3.997,14.0,mww,187.0,-13.86,167.25,"Sola, Vanuatu",Oceania,Vanuatu,1,1,2014
M 6.5 - Fiji region,6.5,3,4,green,0,651,us,0,5.194,22.0,mww,371.0,-17.12,-176.54,Fiji region,North America,Mexico,23,11,2013
M 7.7 - Scotia Sea,7.7,1,8,green,1,912,us,0,8.05,23.0,mww,10.0,-60.27,-46.4,Scotia Sea,Europe,United Kingdom,17,11,2013
M 6.9 - Scotia Sea,6.9,0,5,green,1,732,us,0,8.284,17.0,mww,9.97,-60.26,-47.06,Scotia Sea,Europe,United Kingdom,16,11,2013
"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,6,7,green,1,723,us,0,0.636,31.0,mww,27.0,-30.29,-71.52,"Coquimbo, Chile",South America,Chile,31,10,2013
"M 7.1 - off the east coast of Honshu, Japan",7.1,6,4,green,1,872,us,0,3.968,10.0,mww,35.0,37.16,144.66,"off the east coast of Honshu, Japan",Asia,Japan,25,10,2013
"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,8,5,green,1,692,us,0,1.98,44.0,mww,9.45,26.09,-110.32,"Etchoropo, Mexico",North America,Mexico,19,10,2013
"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,0,6,green,1,711,us,0,5.79,9.0,mww,35.0,-6.45,154.93,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,16,10,2013
"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,9,8,orange,1,1092,us,0,3.144,12.0,mww,19.04,9.88,124.12,"Sagbayan, Philippines",Asia,Philippines,15,10,2013
"M 6.6 - 36 km W of Kíssamos, Greece",6.6,5,6,yellow,0,691,us,0,1.984,40.0,mww,40.0,35.51,23.25,"Kíssamos, Greece",Europe,Greece,12,10,2013
M 6.7 - Sea of Okhotsk,6.7,0,3,green,0,691,us,0,2.958,11.0,mww,573.0,53.2,152.79,Okhotsk,Europe,Russian Federation,1,10,2013
"M 6.5 - Kermadec Islands, New Zealand",6.5,0,4,green,1,650,us,0,1.709,21.0,mww,41.54,-30.93,-178.32,"Kermadec Islands, New Zealand",Oceania,New Zealand,30,9,2013
"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,7,7,orange,0,1005,us,0,7.359,17.0,mww,12.0,27.18,65.51,"Khuzdar, Pakistan",Asia,Pakistan,28,9,2013
"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,8,7,green,1,843,us,0,4.446,17.0,mww,40.0,-15.84,-74.51,"Atiquipa, Peru",South America,Peru,25,9,2013
"M 7.7 - 113 km NW of Bela, Pakistan",7.7,5,8,red,0,2015,us,0,7.241,17.0,mww,15.0,26.95,65.5,"Bela, Pakistan",Asia,Pakistan,24,9,2013
"M 6.5 - 81 km SSW of Atka, Alaska",6.5,0,6,green,1,650,us,0,0.735,24.0,mww,20.0,51.56,-174.77,"Atka, Alaska",North America,United States,4,9,2013
"M 6.5 - Izu Islands, Japan region",6.5,5,3,green,0,739,us,0,3.276,26.0,mww,402.0,29.94,138.83,"Izu Islands, Japan region",Asia,Japan,4,9,2013
"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,4,5,green,0,668,us,0,3.097,11.0,mww,112.0,-7.44,128.22,"Lospalos, Timor Leste",Asia,Indonesia,1,9,2013
"M 7.0 - 101 km SW of Atka, Alaska",7.0,5,6,green,0,758,us,0,0.624,53.0,mww,29.0,51.54,-175.23,"Atka, Alaska",North America,United States,30,8,2013
"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,9,7,yellow,1,690,us,0,0.0,0.0,mww,8.2,-41.73,174.15,"Blenheim, New Zealand",Oceania,New Zealand,16,8,2013
"M 6.7 - 101 km WSW of Bahía Solano, Colombia",6.7,4,5,green,1,715,us,0,3.741,22.0,mww,12.0,5.77,-78.2,"Bahía Solano, Colombia",South America,Colombia,13,8,2013
"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,6,7,yellow,1,693,us,229,0.0,20.0,mww,17.0,-41.7,174.34,"Blenheim, New Zealand",Oceania,New Zealand,21,7,2013
M 7.3 - South Sandwich Islands region,7.3,0,6,green,1,820,us,398,0.0,43.0,mww,11.0,-60.86,-25.07,South Sandwich Islands region,Europe,United Kingdom,15,7,2013
"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,4,6,green,0,674,us,139,0.0,14.0,mww,56.0,-6.03,149.71,"Kandrian, Papua New Guinea",Oceania,Papua New Guinea,7,7,2013
"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,0,4,green,1,820,us,117,0.0,24.0,mww,385.5,-3.92,153.93,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea,7,7,2013
"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,5,6,green,1,679,us,698,0.0,27.0,mww,30.0,11.76,-86.93,"Masachapa, Nicaragua",North America,Nicaragua,15,6,2013
"M 6.7 - south of Java, Indonesia",6.7,5,4,green,0,710,us,515,0.0,24.0,mww,9.0,-10.0,107.24,"Java, Indonesia",Asia,Indonesia,13,6,2013
M 6.7 - Sea of Okhotsk,6.7,0,3,green,1,691,us,217,0.0,25.2,mwb,624.0,52.24,151.44,Okhotsk,Europe,Russian Federation,24,5,2013
M 8.3 - Sea of Okhotsk,8.3,5,5,green,1,1115,us,385,0.0,10.0,mww,598.1,54.89,153.22,Okhotsk,Europe,Russian Federation,24,5,2013
"M 7.4 - 292 km SW of Vaini, Tonga",7.4,0,6,green,1,842,us,626,0.0,16.0,mww,173.7,-23.01,-177.23,"Vaini, Tonga",Oceania,Tonga,23,5,2013
"M 6.8 - Pagan region, Northern Mariana Islands",6.8,0,3,green,0,711,us,131,0.0,18.0,mww,602.2,18.73,145.29,"Pagan region, Northern Mariana Islands",North America,United States,14,5,2013
"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,0,6,green,1,650,us,264,0.0,16.6,mww,10.0,-3.9,152.13,"Rabaul, Papua New Guinea",Oceania,Papua New Guinea,23,4,2013
"M 6.6 - 56 km WSW of Linqiong, China",6.6,8,8,red,0,2083,us,548,0.0,12.6,mww,14.0,30.31,102.89,"Linqiong, China",Asia,China,20,4,2013
"M 7.2 - 252 km ENE of Kuril’sk, Russia",7.2,5,7,green,1,804,us,770,0.0,10.1,mww,110.0,46.22,150.79,"Kuril’sk, Russia",Asia,Russian Federation,19,4,2013
"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,7,7,green,1,672,us,445,0.0,11.0,mww,13.0,-3.21,142.54,"Aitape, Papua New Guinea",Oceania,Papua New Guinea,16,4,2013
"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,8,8,yellow,0,1421,us,506,0.0,26.6,mww,80.0,28.03,62.0,"Kh?sh, Iran",Asia,Iran,16,4,2013
"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,0,5,green,1,670,us,491,0.0,11.5,mww,31.0,-6.48,154.61,"Panguna, Papua New Guinea",Oceania,Papua New Guinea,14,4,2013
"M 7.0 - 260 km WSW of Abepura, Indonesia",7.0,3,7,green,1,755,us,640,0.0,11.4,mww,66.0,-3.52,138.48,"Abepura, Indonesia",Asia,Indonesia,6,4,2013
"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,0,6,green,1,650,us,317,0.0,14.2,mww,28.0,-6.6,148.17,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea,10,3,2013
"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,3,6,green,0,651,us,480,0.0,20.7,mww,29.0,50.96,157.41,"Ozernovskiy, Russia",Asia,Russian Federation,1,3,2013
"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,5,6,green,1,736,us,531,0.0,20.7,mww,41.0,50.95,157.28,"Ozernovskiy, Russia",Asia,Russian Federation,28,2,2013
"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,0,7,green,1,670,us,697,0.0,15.3,mww,11.0,67.63,142.51,"Belaya Gora, Russia",Asia,Russian Federation,14,2,2013
"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,0,6,green,1,670,us,421,0.0,16.6,mww,18.0,-10.99,165.74,"Lata, Solomon Islands",Oceania,Solomon Islands,9,2,2013
"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,5,5,green,1,904,us,562,0.0,23.7,mww,145.0,1.14,-77.39,"Yacuanquer, Colombia",South America,Colombia,9,2,2013
"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,9,6,green,1,780,us,334,0.0,16.5,mww,21.0,-10.93,166.02,"Lata, Solomon Islands",Oceania,Solomon Islands,8,2,2013
"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,0,7,green,1,711,us,400,0.0,17.5,mww,12.0,-10.84,165.97,"Lata, Solomon Islands",Oceania,Solomon Islands,8,2,2013
"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,0,6,green,1,691,us,387,0.0,26.5,mww,11.0,-11.0,165.66,"Lata, Solomon Islands",Oceania,Solomon Islands,7,2,2013
"M 7.0 - 33 km NW of Lata, Solomon Islands",7.0,0,6,green,0,754,us,445,0.0,17.5,mww,8.8,-10.5,165.59,"Lata, Solomon Islands",Oceania,Solomon Islands,6,2,2013
